Time,Speed_kmh,TargetHeight,ActualHeight_FL,AirForce_FL,CDCForce_FL,Current_FL,BodyAcc,BodyVel,FlowRate_FL,Stiffness_FL,AirDamping_FL
4.194,0,0,0.028162,5961.24,132.517,0,0,0.0649637,0,54468.7,3847.09
4.195,0,0,0.0282264,5960.77,130.251,0,0,0.0638506,0,54517.7,3850.67
4.196,0,0,0.0282897,5960.23,127.981,0,0,0.062735,0,54565.9,3854.2
4.197,0,0,0.0283519,5959.6,125.705,0,0,0.0616169,0,54613.3,3857.67
4.198,0,0,0.0284129,5958.89,123.424,0,0,0.0604964,0,54659.9,3861.08
4.199,0,0,0.0284729,5958.11,121.138,0,0,0.0593736,0,54705.7,3864.43
4.2,0,0,0.0285317,5957.24,118.848,0,0,0.0582483,0,54750.7,3867.72
4.201,0,0,0.0285894,5956.3,116.553,0,0,0.0571208,0,54794.9,3870.96
4.202,0,0,0.0286459,5955.27,114.253,0,0,0.055991,0,54838.2,3874.13
4.203,0,0,0.0287014,5954.16,111.949,0,0,0.054859,0,54880.8,3877.25
4.204,0,0,0.0287557,5952.98,109.64,0,0,0.0537249,0,54922.5,3880.3
4.205,0,0,0.0288088,5951.71,107.327,0,0,0.0525886,0,54963.4,3883.3
4.206,0,0,0.0288608,5950.37,105.01,0,0,0.0514502,0,55003.5,3886.23
4.207,0,0,0.0289117,5948.94,102.689,0,0,0.0503098,0,55042.7,3889.1
4.208,0,0,0.0289614,5947.44,100.363,0,0,0.0491675,0,55081.1,3891.91
4.209,0,0,0.02901,5945.86,98.0342,0,0,0.0480232,0,55118.7,3894.66
4.21,0,0,0.0290575,5944.2,95.7011,0,0,0.0468769,0,55155.4,3897.35
4.211,0,0,0.0291038,5942.45,93.3641,0,0,0.0457289,0,55191.2,3899.97
4.212,0,0,0.029149,5940.63,91.0236,0,0,0.044579,0,55226.2,3902.53
4.213,0,0,0.029193,5938.73,88.6794,0,0,0.0434274,0,55260.4,3905.03
4.214,0,0,0.0292358,5936.76,86.3317,0,0,0.042274,0,55293.6,3907.47
4.215,0,0,0.0292775,5934.7,83.9807,0,0,0.041119,0,55326,3909.84
4.216,0,0,0.029318,5932.56,81.6263,0,0,0.0399624,0,55357.5,3912.15
4.217,0,0,0.0293574,5930.35,79.2687,0,0,0.0388042,0,55388.2,3914.39
4.218,0,0,0.0293957,5928.06,76.908,0,0,0.0376444,0,55418,3916.57
4.219,0,0,0.0294327,5925.69,74.5443,0,0,0.0364832,0,55446.8,3918.68
4.22,0,0,0.0294686,5923.25,72.1777,0,0,0.0353205,0,55474.9,3920.73
4.221,0,0,0.0295034,5920.72,69.8082,0,0,0.0341565,0,55502,3922.72
4.222,0,0,0.0295369,5918.12,67.4359,0,0,0.0329911,0,55528.2,3924.64
4.223,0,0,0.0295693,5915.44,65.0611,0,0,0.0318244,0,55553.5,3926.49
4.224,0,0,0.0296006,5912.69,62.6836,0,0,0.0306564,0,55578,3928.28
4.225,0,0,0.0296307,5909.85,60.3037,0,0,0.0294872,0,55601.5,3930.01
4.226,0,0,0.0296596,5906.95,57.9214,0,0,0.0283169,0,55624.1,3931.66
4.227,0,0,0.0296873,5903.96,55.5369,0,0,0.0271454,0,55645.9,3933.25
4.228,0,0,0.0297138,5900.9,53.1502,0,0,0.0259729,0,55666.7,3934.78
4.229,0,0,0.0297392,5897.77,50.7613,0,0,0.0247993,0,55686.6,3936.24
4.23,0,0,0.0297634,5894.56,48.3705,0,0,0.0236248,0,55705.6,3937.63
4.231,0,0,0.0297865,5891.27,45.9778,0,0,0.0224493,0,55723.7,3938.95
4.232,0,0,0.0298083,5887.91,43.5833,0,0,0.0212729,0,55740.9,3940.21
4.233,0,0,0.029829,5884.48,41.1871,0,0,0.0200957,0,55757.1,3941.4
4.234,0,0,0.0298485,5880.97,38.7892,0,0,0.0189177,0,55772.4,3942.52
4.235,0,0,0.0298669,5877.39,36.3899,0,0,0.017739,0,55786.9,3943.58
4.236,0,0,0.029884,5873.73,33.9891,0,0,0.0165596,0,55800.4,3944.57
4.237,0,0,0.0299,5870,31.587,0,0,0.0153795,0,55812.9,3945.49
4.238,0,0,0.0299148,5866.2,29.1836,0,0,0.0141988,0,55824.6,3946.34
4.239,0,0,0.0299284,5862.33,26.7791,0,0,0.0130175,0,55835.3,3947.12
4.24,0,0,0.0299408,5858.38,24.3736,0,0,0.0118357,0,55845.1,3947.84
4.241,0,0,0.029952,5854.36,21.9671,0,0,0.0106535,0,55853.9,3948.49
4.242,0,0,0.0299621,5850.27,19.5598,0,0,0.00947083,0,55861.9,3949.07
4.243,0,0,0.029971,5846.12,17.1517,0,0,0.0082878,0,55868.9,3949.58
4.244,0,0,0.0299787,5841.88,14.7429,0,0,0.00710443,0,55874.9,3950.03
4.245,0,0,0.0299852,5837.58,12.3335,0,0,0.00592079,0,55880.1,3950.4
4.246,0,0,0.0299905,5833.21,9.92373,0,0,0.00473691,0,55884.3,3950.71
4.247,0,0,0.0299947,5828.77,7.51353,0,0,0.00355285,0,55887.5,3950.95
4.248,0,0,0.0299976,5824.26,5.10305,0,0,0.00236864,0,55889.9,3951.12
4.249,0,0,0.0299994,5819.69,2.69237,0,0,0.00118434,0,55891.3,3951.22
4.25,0,0,0.03,5815.04,5.94045e-10,0,0,2.91838e-13,0,55891.7,3951.26
4.251,0,0,0.0299994,5810.33,-2.69237,0,0,-0.00118434,0,55891.3,3951.22
4.252,0,0,0.0299976,5805.55,-5.10305,0,0,-0.00236864,0,55889.9,3951.12
4.253,0,0,0.0299947,5800.7,-7.51353,0,0,-0.00355285,0,55887.5,3950.95
4.254,0,0,0.0299905,5795.78,-9.92373,0,0,-0.00473691,0,55884.3,3950.71
4.255,0,0,0.0299852,5790.8,-12.3335,0,0,-0.00592079,0,55880.1,3950.4
4.256,0,0,0.0299787,5785.76,-14.7429,0,0,-0.00710443,0,55874.9,3950.03
4.257,0,0,0.029971,5780.65,-17.1517,0,0,-0.0082878,0,55868.9,3949.58
4.258,0,0,0.0299621,5775.47,-19.5598,0,0,-0.00947083,0,55861.9,3949.07
4.259,0,0,0.029952,5770.23,-21.9671,0,0,-0.0106535,0,55853.9,3948.49
4.26,0,0,0.0299408,5764.93,-24.3736,0,0,-0.0118357,0,55845.1,3947.84
4.261,0,0,0.0299284,5759.56,-26.7791,0,0,-0.0130175,0,55835.3,3947.12
4.262,0,0,0.0299148,5754.14,-29.1836,0,0,-0.0141988,0,55824.6,3946.34
4.263,0,0,0.0299,5748.64,-31.587,0,0,-0.0153795,0,55812.9,3945.49
4.264,0,0,0.029884,5743.09,-33.9891,0,0,-0.0165596,0,55800.4,3944.57
4.265,0,0,0.0298669,5737.48,-36.3899,0,0,-0.017739,0,55786.9,3943.58
4.266,0,0,0.0298485,5731.8,-38.7892,0,0,-0.0189177,0,55772.4,3942.52
4.267,0,0,0.029829,5726.07,-41.1871,0,0,-0.0200957,0,55757.1,3941.4
4.268,0,0,0.0298083,5720.27,-43.5833,0,0,-0.0212729,0,55740.9,3940.21
4.269,0,0,0.0297865,5714.42,-45.9778,0,0,-0.0224493,0,55723.7,3938.95
4.27,0,0,0.0297634,5708.51,-48.3705,0,0,-0.0236248,0,55705.6,3937.63
4.271,0,0,0.0297392,5702.54,-50.7613,0,0,-0.0247993,0,55686.6,3936.24
4.272,0,0,0.0297138,5696.51,-53.1502,0,0,-0.0259729,0,55666.7,3934.78
4.273,0,0,0.0296873,5690.42,-55.5369,0,0,-0.0271454,0,55645.9,3933.25
4.274,0,0,0.0296596,5684.28,-57.9214,0,0,-0.0283169,0,55624.1,3931.66
4.275,0,0,0.0296307,5678.09,-60.3037,0,0,-0.0294872,0,55601.5,3930.01
4.276,0,0,0.0296006,5671.83,-62.6836,0,0,-0.0306564,0,55578,3928.28
4.277,0,0,0.0295693,5665.53,-65.0611,0,0,-0.0318244,0,55553.5,3926.49
4.278,0,0,0.0295369,5659.16,-67.4359,0,0,-0.0329911,0,55528.2,3924.64
4.279,0,0,0.0295034,5652.75,-69.8082,0,0,-0.0341565,0,55502,3922.72
4.28,0,0,0.0294686,5646.28,-72.1777,0,0,-0.0353205,0,55474.9,3920.73
4.281,0,0,0.0294327,5639.76,-74.5443,0,0,-0.0364832,0,55446.8,3918.68
4.282,0,0,0.0293957,5633.19,-76.908,0,0,-0.0376444,0,55418,3916.57
4.283,0,0,0.0293574,5626.56,-79.2687,0,0,-0.0388042,0,55388.2,3914.39
4.284,0,0,0.029318,5619.89,-81.6263,0,0,-0.0399624,0,55357.5,3912.15
4.285,0,0,0.0292775,5613.16,-83.9807,0,0,-0.041119,0,55326,3909.84
4.286,0,0,0.0292358,5606.39,-86.3317,0,0,-0.042274,0,55293.6,3907.47
4.287,0,0,0.029193,5599.56,-88.6794,0,0,-0.0434274,0,55260.4,3905.03
4.288,0,0,0.029149,5592.69,-91.0236,0,0,-0.044579,0,55226.2,3902.53
4.289,0,0,0.0291038,5585.77,-93.3641,0,0,-0.0457289,0,55191.2,3899.97
4.29,0,0,0.0290575,5578.8,-95.7011,0,0,-0.0468769,0,55155.4,3897.35
4.291,0,0,0.02901,5571.79,-98.0342,0,0,-0.0480232,0,55118.7,3894.66
4.292,0,0,0.0289614,5564.73,-100.363,0,0,-0.0491675,0,55081.1,3891.91
4.293,0,0,0.0289117,5557.62,-102.689,0,0,-0.0503098,0,55042.7,3889.1
4.294,0,0,0.0288608,5550.47,-105.01,0,0,-0.0514502,0,55003.5,3886.23
4.295,0,0,0.0288088,5543.28,-107.327,0,0,-0.0525886,0,54963.4,3883.3
4.296,0,0,0.0287557,5536.04,-109.64,0,0,-0.0537249,0,54922.5,3880.3
4.297,0,0,0.0287014,5528.76,-111.949,0,0,-0.054859,0,54880.8,3877.25
4.298,0,0,0.0286459,5521.44,-114.253,0,0,-0.055991,0,54838.2,3874.13
4.299,0,0,0.0285894,5514.07,-116.553,0,0,-0.0571208,0,54794.9,3870.96
4.3,0,0,0.0285317,5506.67,-118.848,0,0,-0.0582483,0,54750.7,3867.72
4.301,0,0,0.0284729,5499.22,-121.138,0,0,-0.0593736,0,54705.7,3864.43
4.302,0,0,0.0284129,5491.73,-123.424,0,0,-0.0604964,0,54659.9,3861.08
4.303,0,0,0.0283519,5484.2,-125.705,0,0,-0.0616169,0,54613.3,3857.67
4.304,0,0,0.0282897,5476.64,-127.981,0,0,-0.062735,0,54565.9,3854.2
4.305,0,0,0.0282264,5469.04,-130.251,0,0,-0.0638506,0,54517.7,3850.67
4.306,0,0,0.028162,5461.4,-132.517,0,0,-0.0649637,0,54468.7,3847.09
4.307,0,0,0.0280965,5453.72,-134.778,0,0,-0.0660742,0,54418.9,3843.45
4.308,0,0,0.0280299,5446,-137.033,0,0,-0.0671821,0,54368.4,3839.75
4.309,0,0,0.0279621,5438.26,-139.283,0,0,-0.0682873,0,54317.1,3836
4.31,0,0,0.0278933,5430.47,-141.527,0,0,-0.0693898,0,54265,3832.19
4.311,0,0,0.0278234,5422.65,-143.765,0,0,-0.0704896,0,54212.2,3828.32
4.312,0,0,0.0277523,5414.8,-145.998,0,0,-0.0715867,0,54158.6,3824.4
4.313,0,0,0.0276802,5406.92,-148.226,0,0,-0.0726809,0,54104.3,3820.43
4.314,0,0,0.027607,5399,-150.447,0,0,-0.0737722,0,54049.2,3816.4
4.315,0,0,0.0275326,5391.05,-152.663,0,0,-0.0748606,0,53993.4,3812.31
4.316,0,0,0.0274572,5383.07,-154.872,0,0,-0.0759461,0,53936.9,3808.18
4.317,0,0,0.0273807,5375.06,-157.076,0,0,-0.0770285,0,53879.6,3803.99
4.318,0,0,0.0273032,5367.01,-159.273,0,0,-0.078108,0,53821.6,3799.75
4.319,0,0,0.0272245,5358.94,-161.464,0,0,-0.0791843,0,53762.9,3795.45
4.32,0,0,0.0271448,5350.84,-163.648,0,0,-0.0802575,0,53703.5,3791.11
4.321,0,0,0.027064,5342.72,-165.826,0,0,-0.0813275,0,53643.4,3786.71
4.322,0,0,0.0269822,5334.56,-167.998,0,0,-0.0823944,0,53582.6,3782.26
4.323,0,0,0.0268992,5326.38,-170.163,0,0,-0.083458,0,53521.1,3777.76
4.324,0,0,0.0268152,5318.17,-172.321,0,0,-0.0845182,0,53459,3773.22
4.325,0,0,0.0267302,5309.94,-174.473,0,0,-0.0855752,0,53396.1,3768.62
4.326,0,0,0.0266441,5301.68,-176.617,0,0,-0.0866288,0,53332.6,3763.97
4.327,0,0,0.0265569,5293.39,-178.755,0,0,-0.0876789,0,53268.4,3759.28
4.328,0,0,0.0264687,5285.09,-180.885,0,0,-0.0887256,0,53203.5,3754.53
4.329,0,0,0.0263795,5276.76,-183.009,0,0,-0.0897688,0,53138,3749.74
4.33,0,0,0.0262892,5268.4,-185.125,0,0,-0.0908084,0,53071.9,3744.91
4.331,0,0,0.0261979,5260.03,-187.234,0,0,-0.0918445,0,53005.1,3740.02
4.332,0,0,0.0261055,5251.63,-189.335,0,0,-0.0928769,0,52937.7,3735.09
4.333,0,0,0.0260121,5243.22,-191.43,0,0,-0.0939057,0,52869.6,3730.12
4.334,0,0,0.0259177,5234.78,-193.516,0,0,-0.0949307,0,52801,3725.1
4.335,0,0,0.0258223,5226.32,-195.595,0,0,-0.095952,0,52731.7,3720.03
4.336,0,0,0.0257258,5217.85,-197.666,0,0,-0.0969696,0,52661.8,3714.92
4.337,0,0,0.0256283,5209.35,-199.73,0,0,-0.0979833,0,52591.3,3709.77
4.338,0,0,0.0255298,5200.84,-201.785,0,0,-0.0989931,0,52520.3,3704.57
4.339,0,0,0.0254303,5192.31,-203.833,0,0,-0.099999,0,52448.6,3699.33
4.34,0,0,0.0253298,5183.77,-205.872,0,0,-0.101001,0,52376.3,3694.05
4.341,0,0,0.0252283,5175.2,-207.904,0,0,-0.101999,0,52303.5,3688.73
4.342,0,0,0.0251258,5166.63,-209.927,0,0,-0.102993,0,52230.1,3683.36
4.343,0,0,0.0250224,5158.03,-211.942,0,0,-0.103983,0,52156.2,3677.96
4.344,0,0,0.0249179,5149.43,-213.948,0,0,-0.104969,0,52081.7,3672.51
4.345,0,0,0.0248124,5140.81,-215.947,0,0,-0.10595,0,52006.7,3667.03
4.346,0,0,0.024706,5132.18,-217.936,0,0,-0.106928,0,51931.1,3661.5
4.347,0,0,0.0245986,5123.53,-219.917,0,0,-0.107901,0,51855,3655.94
4.348,0,0,0.0244902,5114.87,-221.89,0,0,-0.10887,0,51778.3,3650.34
4.349,0,0,0.0243808,5106.21,-223.853,0,0,-0.109835,0,51701.2,3644.7
4.35,0,0,0.0242705,5097.53,-225.808,0,0,-0.110795,0,51623.5,3639.03
4.351,0,0,0.0241592,5088.84,-227.754,0,0,-0.111751,0,51545.4,3633.31
4.352,0,0,0.024047,5080.14,-229.691,0,0,-0.112702,0,51466.7,3627.57
4.353,0,0,0.0239338,5071.43,-231.619,0,0,-0.11365,0,51387.5,3621.78
4.354,0,0,0.0238197,5062.71,-233.537,0,0,-0.114592,0,51307.9,3615.96
4.355,0,0,0.0237047,5053.99,-235.447,0,0,-0.11553,0,51227.8,3610.11
4.356,0,0,0.0235887,5045.25,-237.347,0,0,-0.116464,0,51147.2,3604.22
4.357,0,0,0.0234717,5036.52,-239.238,0,0,-0.117393,0,51066.2,3598.3
4.358,0,0,0.0233539,5027.77,-241.12,0,0,-0.118317,0,50984.7,3592.35
4.359,0,0,0.0232351,5019.02,-242.992,0,0,-0.119237,0,50902.7,3586.36
4.36,0,0,0.0231154,5010.26,-244.854,0,0,-0.120152,0,50820.3,3580.34
4.361,0,0,0.0229948,5001.5,-246.707,0,0,-0.121062,0,50737.5,3574.29
4.362,0,0,0.0228733,4992.73,-248.55,0,0,-0.121967,0,50654.3,3568.21
4.363,0,0,0.0227509,4983.96,-250.383,0,0,-0.122868,0,50570.6,3562.1
4.364,0,0,0.0226275,4975.19,-252.206,0,0,-0.123763,0,50486.5,3555.96
4.365,0,0,0.0225033,4966.42,-254.019,0,0,-0.124654,0,50402,3549.79
4.366,0,0,0.0223782,4957.64,-255.823,0,0,-0.12554,0,50317.2,3543.59
4.367,0,0,0.0222523,4948.86,-257.616,0,0,-0.126421,0,50231.9,3537.36
4.368,0,0,0.0221254,4940.08,-259.399,0,0,-0.127297,0,50146.2,3531.11
4.369,0,0,0.0219977,4931.3,-261.172,0,0,-0.128168,0,50060.2,3524.83
4.37,0,0,0.0218691,4922.52,-262.934,0,0,-0.129034,0,49973.8,3518.52
4.371,0,0,0.0217396,4913.74,-264.687,0,0,-0.129895,0,49887,3512.18
4.372,0,0,0.0216093,4904.96,-266.428,0,0,-0.130751,0,49799.9,3505.82
4.373,0,0,0.0214781,4896.18,-268.16,0,0,-0.131601,0,49712.4,3499.44
4.374,0,0,0.0213461,4887.4,-269.88,0,0,-0.132446,0,49624.6,3493.03
4.375,0,0,0.0212132,4878.63,-271.59,0,0,-0.133286,0,49536.5,3486.59
4.376,0,0,0.0210795,4869.85,-273.29,0,0,-0.134121,0,49448,3480.13
4.377,0,0,0.020945,4861.09,-274.978,0,0,-0.134951,0,49359.2,3473.65
4.378,0,0,0.0208096,4852.32,-276.656,0,0,-0.135775,0,49270.1,3467.15
4.379,0,0,0.0206734,4843.56,-278.323,0,0,-0.136594,0,49180.7,3460.62
4.38,0,0,0.0205364,4834.8,-279.978,0,0,-0.137407,0,49091,3454.07
4.381,0,0,0.0203986,4826.05,-281.623,0,0,-0.138215,0,49001,3447.51
4.382,0,0,0.02026,4817.31,-283.257,0,0,-0.139018,0,48910.7,3440.92
4.383,0,0,0.0201206,4808.57,-284.879,0,0,-0.139815,0,48820.1,3434.31
4.384,0,0,0.0199804,4799.83,-286.491,0,0,-0.140607,0,48729.3,3427.68
4.385,0,0,0.0198394,4791.11,-288.091,0,0,-0.141393,0,48638.2,3421.03
4.386,0,0,0.0196976,4782.39,-289.679,0,0,-0.142173,0,48546.8,3414.37
4.387,0,0,0.019555,4773.68,-291.256,0,0,-0.142948,0,48455.2,3407.68
4.388,0,0,0.0194117,4764.98,-292.822,0,0,-0.143717,0,48363.4,3400.98
4.389,0,0,0.0192676,4756.28,-294.376,0,0,-0.144481,0,48271.3,3394.26
4.39,0,0,0.0191227,4747.6,-295.919,0,0,-0.145238,0,48179,3387.53
4.391,0,0,0.0189771,4738.92,-297.45,0,0,-0.14599,0,48086.4,3380.77
4.392,0,0,0.0188307,4730.25,-298.969,0,0,-0.146737,0,47993.6,3374.01
4.393,0,0,0.0186836,4721.6,-300.476,0,0,-0.147477,0,47900.7,3367.23
4.394,0,0,0.0185358,4712.95,-301.971,0,0,-0.148212,0,47807.5,3360.43
4.395,0,0,0.0183872,4704.32,-303.455,0,0,-0.148941,0,47714.1,3353.62
4.396,0,0,0.0182379,4695.7,-304.927,0,0,-0.149664,0,47620.5,3346.8
4.397,0,0,0.0180879,4687.09,-306.386,0,0,-0.150381,0,47526.8,3339.96
4.398,0,0,0.0179371,4678.49,-307.834,0,0,-0.151092,0,47432.8,3333.11
4.399,0,0,0.0177857,4669.9,-309.269,0,0,-0.151797,0,47338.7,3326.25
4.4,0,0,0.0176336,4661.33,-310.692,0,0,-0.152496,0,47244.5,3319.38
4.401,0,0,0.0174807,4652.77,-312.103,0,0,-0.153189,0,47150,3312.49
4.402,0,0,0.0173272,4644.22,-313.502,0,0,-0.153876,0,47055.5,3305.6
4.403,0,0,0.017173,4635.69,-314.888,0,0,-0.154557,0,46960.7,3298.69
4.404,0,0,0.0170181,4627.17,-316.262,0,0,-0.155232,0,46865.9,3291.78
4.405,0,0,0.0168625,4618.67,-317.623,0,0,-0.155901,0,46770.9,3284.85
4.406,0,0,0.0167063,4610.18,-318.972,0,0,-0.156564,0,46675.7,3277.92
4.407,0,0,0.0165494,4601.71,-320.308,0,0,-0.15722,0,46580.5,3270.98
4.408,0,0,0.0163918,4593.26,-321.631,0,0,-0.15787,0,46485.1,3264.03
4.409,0,0,0.0162336,4584.82,-322.942,0,0,-0.158514,0,46389.7,3257.07
4.41,0,0,0.0160748,4576.39,-324.241,0,0,-0.159152,0,46294.1,3250.11
4.411,0,0,0.0159153,4567.99,-325.526,0,0,-0.159784,0,46198.4,3243.13
4.412,0,0,0.0157552,4559.6,-326.798,0,0,-0.160409,0,46102.7,3236.16
4.413,0,0,0.0155945,4551.23,-328.058,0,0,-0.161028,0,46006.9,3229.18
4.414,0,0,0.0154332,4542.87,-329.305,0,0,-0.16164,0,45910.9,3222.19
4.415,0,0,0.0152712,4534.54,-330.538,0,0,-0.162246,0,45815,3215.19
4.416,0,0,0.0151087,4526.22,-331.759,0,0,-0.162846,0,45718.9,3208.2
4.417,0,0,0.0149456,4517.92,-332.967,0,0,-0.163439,0,45622.8,3201.2
4.418,0,0,0.0147818,4509.64,-334.161,0,0,-0.164026,0,45526.6,3194.19
4.419,0,0,0.0146175,4501.38,-335.342,0,0,-0.164606,0,45430.4,3187.18
4.42,0,0,0.0144526,4493.14,-336.51,0,0,-0.16518,0,45334.1,3180.17
4.421,0,0,0.0142871,4484.92,-337.665,0,0,-0.165747,0,45237.8,3173.16
4.422,0,0,0.0141211,4476.72,-338.807,0,0,-0.166308,0,45141.5,3166.15
4.423,0,0,0.0139545,4468.55,-339.935,0,0,-0.166862,0,45045.2,3159.13
4.424,0,0,0.0137874,4460.39,-341.049,0,0,-0.16741,0,44948.8,3152.11
4.425,0,0,0.0136197,4452.25,-342.151,0,0,-0.167951,0,44852.4,3145.09
4.426,0,0,0.0134515,4444.14,-343.238,0,0,-0.168485,0,44756,3138.08
4.427,0,0,0.0132827,4436.04,-344.312,0,0,-0.169013,0,44659.6,3131.06
4.428,0,0,0.0131135,4427.97,-345.373,0,0,-0.169534,0,44563.2,3124.04
4.429,0,0,0.0129437,4419.92,-346.42,0,0,-0.170048,0,44466.8,3117.02
4.43,0,0,0.0127734,4411.89,-347.453,0,0,-0.170556,0,44370.4,3110.01
4.431,0,0,0.0126026,4403.89,-348.473,0,0,-0.171057,0,44274.1,3103
4.432,0,0,0.0124313,4395.91,-349.479,0,0,-0.171551,0,44177.8,3095.98
4.433,0,0,0.0122595,4387.95,-350.471,0,0,-0.172038,0,44081.4,3088.98
4.434,0,0,0.0120872,4380.01,-351.449,0,0,-0.172519,0,43985.2,3081.97
4.435,0,0,0.0119144,4372.1,-352.414,0,0,-0.172993,0,43888.9,3074.97
4.436,0,0,0.0117412,4364.22,-353.364,0,0,-0.17346,0,43792.7,3067.97
4.437,0,0,0.0115675,4356.35,-354.301,0,0,-0.17392,0,43696.6,3060.97
4.438,0,0,0.0113934,4348.52,-355.223,0,0,-0.174373,0,43600.5,3053.98
4.439,0,0,0.0112188,4340.7,-356.132,0,0,-0.174819,0,43504.5,3046.99
4.44,0,0,0.0110437,4332.91,-357.026,0,0,-0.175259,0,43408.5,3040.01
4.441,0,0,0.0108683,4325.15,-357.907,0,0,-0.175691,0,43312.6,3033.04
4.442,0,0,0.0106924,4317.41,-358.773,0,0,-0.176117,0,43216.7,3026.07
4.443,0,0,0.010516,4309.7,-359.625,0,0,-0.176535,0,43121,3019.1
4.444,0,0,0.0103393,4302.01,-360.463,0,0,-0.176947,0,43025.3,3012.14
4.445,0,0,0.0101621,4294.35,-361.287,0,0,-0.177352,0,42929.7,3005.19
4.446,0,0,0.00998459,4286.71,-362.096,0,0,-0.17775,0,42834.2,2998.25
4.447,0,0,0.00980664,4279.11,-362.891,0,0,-0.17814,0,42738.8,2991.31
4.448,0,0,0.00962831,4271.52,-363.672,0,0,-0.178524,0,42643.5,2984.38
4.449,0,0,0.0094496,4263.97,-364.439,0,0,-0.1789,0,42548.4,2977.46
4.45,0,0,0.00927051,4256.44,-365.191,0,0,-0.17927,0,42453.3,2970.55
4.451,0,0,0.00909106,4248.94,-365.929,0,0,-0.179632,0,42358.3,2963.65
4.452,0,0,0.00891125,4241.46,-366.652,0,0,-0.179988,0,42263.4,2956.75
4.453,0,0,0.00873109,4234.02,-367.361,0,0,-0.180336,0,42168.7,2949.87
4.454,0,0,0.00855058,4226.6,-368.055,0,0,-0.180677,0,42074.1,2942.99
4.455,0,0,0.00836973,4219.21,-368.735,0,0,-0.181011,0,41979.6,2936.12
4.456,0,0,0.00818856,4211.84,-369.401,0,0,-0.181338,0,41885.3,2929.27
4.457,0,0,0.00800706,4204.51,-370.051,0,0,-0.181658,0,41791.1,2922.42
4.458,0,0,0.00782525,4197.2,-370.687,0,0,-0.18197,0,41697,2915.59
4.459,0,0,0.00764312,4189.92,-371.309,0,0,-0.182275,0,41603.1,2908.77
4.46,0,0,0.0074607,4182.67,-371.916,0,0,-0.182574,0,41509.4,2901.95
4.461,0,0,0.00727798,4175.45,-372.508,0,0,-0.182865,0,41415.8,2895.15
4.462,0,0,0.00709497,4168.26,-373.086,0,0,-0.183148,0,41322.3,2888.37
4.463,0,0,0.00691168,4161.1,-373.648,0,0,-0.183425,0,41229,2881.59
4.464,0,0,0.00672812,4153.96,-374.196,0,0,-0.183694,0,41135.9,2874.83
4.465,0,0,0.0065443,4146.86,-374.73,0,0,-0.183956,0,41043,2868.07
4.466,0,0,0.00636021,4139.78,-375.248,0,0,-0.184211,0,40950.2,2861.34
4.467,0,0,0.00617588,4132.74,-375.752,0,0,-0.184458,0,40857.6,2854.61
4.468,0,0,0.0059913,4125.72,-376.241,0,0,-0.184698,0,40765.2,2847.9
4.469,0,0,0.00580648,4118.74,-376.715,0,0,-0.184931,0,40672.9,2841.2
4.47,0,0,0.00562144,4111.78,-377.174,0,0,-0.185157,0,40580.9,2834.52
4.471,0,0,0.00543617,4104.86,-377.618,0,0,-0.185375,0,40489,2827.85
4.472,0,0,0.00525069,4097.96,-378.048,0,0,-0.185586,0,40397.4,2821.2
4.473,0,0,0.005065,4091.1,-378.462,0,0,-0.18579,0,40305.9,2814.56
4.474,0,0,0.00487911,4084.27,-378.862,0,0,-0.185986,0,40214.7,2807.93
4.475,0,0,0.00469303,4077.46,-379.246,0,0,-0.186175,0,40123.6,2801.32
4.476,0,0,0.00450677,4070.69,-379.616,0,0,-0.186356,0,40032.8,2794.73
4.477,0,0,0.00432032,4063.95,-379.971,0,0,-0.186531,0,39942.1,2788.15
4.478,0,0,0.00413371,4057.24,-380.31,0,0,-0.186698,0,39851.7,2781.59
4.479,0,0,0.00394693,4050.56,-380.635,0,0,-0.186857,0,39761.5,2775.04
4.48,0,0,0.00376,4043.91,-380.945,0,0,-0.187009,0,39671.5,2768.51
4.481,0,0,0.00357291,4037.3,-381.239,0,0,-0.187154,0,39581.7,2762
4.482,0,0,0.00338569,4030.71,-381.519,0,0,-0.187291,0,39492.2,2755.51
4.483,0,0,0.00319833,4024.16,-381.783,0,0,-0.187421,0,39402.9,2749.03
4.484,0,0,0.00301085,4017.63,-382.033,0,0,-0.187544,0,39313.8,2742.56
4.485,0,0,0.00282325,4011.14,-382.267,0,0,-0.187659,0,39225,2736.12
4.486,0,0,0.00263554,4004.68,-382.487,0,0,-0.187767,0,39136.4,2729.69
4.487,0,0,0.00244772,3998.26,-382.691,0,0,-0.187867,0,39048,2723.28
4.488,0,0,0.0022598,3991.86,-382.88,0,0,-0.18796,0,38959.9,2716.89
4.489,0,0,0.0020718,3985.5,-383.054,0,0,-0.188046,0,38872,2710.52
4.49,0,0,0.00188372,3979.17,-383.213,0,0,-0.188124,0,38784.4,2704.17
4.491,0,0,0.00169556,3972.87,-383.357,0,0,-0.188194,0,38697,2697.83
4.492,0,0,0.00150733,3966.6,-383.486,0,0,-0.188257,0,38609.9,2691.51
4.493,0,0,0.00131904,3960.37,-383.599,0,0,-0.188313,0,38523,2685.22
4.494,0,0,0.00113071,3954.17,-383.698,0,0,-0.188362,0,38436.4,2678.94
4.495,0,0,0.000942323,3948,-383.781,0,0,-0.188403,0,38350.1,2672.68
